SMILES,ID
COC(=O)C(Cc1ccc(c(c1)[N+](=O)[O-])O)NC(=O)CO/N=C\1/CC[C@]2(C(=C1)CCC1C2CC[C@]2(C1CC[C@]2(O)C#C)C)C,STOCK1N-28279
COC(=O)C(Cc1ccc(c(c1)[N+](=O)[O-])O)NC(=O)CO/N=C\1/CC[C@]2(C(=C1)CCC1C2CC[C@]2(C1CC[C@]2(O)C(=O)C)C)C,STOCK1N-28289
COC(=O)C(Cc1ccc(c(c1)O)O)NC(=O)CCC(=O)OC1CCC2[C@]1(C)CCC1C2CCC2=CC(=O)CC[C@]12C,STOCK1N-28371
COc1c(/C=C\2/C(=O)NC(=O)N(C2=O)c2ccc(cc2)Br)c(CCN(C(=O)c2ccccc2)C)cc2c1OCO2,STOCK1N-28400
COc1c(OC)cc2c(c1OC)c1ccc(c(=O)cc1[C@H](CC2)NC(=O)C)N1CCN(CC1)c1ccccc1OC,STOCK1N-28411
COc1c(OC)cc(cc1OC)C(=O)[C@H]1[C@@H](C(=O)c2ccc(cc2)Br)N2[C@H]([C@]31C(=O)Nc1c3cccc1)C=Cc1c2cccc1,STOCK1N-29098
CCOC(=O)c1oc2c(CN3C[C@]4(C[C@@H]3CC(C4)(C)C)C)c(O)c(cc2c(=O)c1c1nc2c(s1)cccc2)CC,STOCK1N-29105
COc1ccc(cc1OC)C(=O)[C@H]1N2c3ccccc3C=C[C@H]2[C@]2([C@H]1C(=O)c1cc(OC)c(c(c1)OC)OC)C(=O)Nc1c2cccc1,STOCK1N-29261
COc1ccc(cc1)C1CC(=O)C2=C(C1)Nc1ccccc1N(C2c1ccc(cc1)C(=O)OC)C(=O)CCC(=O)O,STOCK1N-29822
O=C1C=C2[C@@H]([C@@]3([C@H]1C[C@H]1OC(O[C@H]1C3)(C)C)C)CC[C@]1([C@@]2(O)CC[C@@H]1[C@@]1(C)OC(O[C@@H]1CCC(O)(C)C)(C)C)C,STOCK1N-29963
